Model,Granularity,AUROC,AUPRC,Brier,ECE,Train_Time_s,Test_Time_s
DANN,full,0.5067868159256279,0.30015694509213164,0.21189745712304509,0.06405815856764689,9.194359302520752,0.029993772506713867
