Model,Granularity,AUROC,AUPRC,Brier,ECE,Train_Time_s,Test_Time_s
DANN,coarse,0.49800274810738393,0.2910016779375707,0.20870931142258542,0.03170245533103016,4.213659286499023,0.4044311046600342
