Model,Granularity,AUROC,AUPRC,Brier,ECE,Train_Time_s,Test_Time_s
DANN,medium,0.5035004772038862,0.29351390790233856,0.21150566878783933,0.07096280409290179,15.473666429519653,0.017480134963989258
